timeMillis,timeNanos,x,y,z
1576422123064,2083762982186,275.28,-26.14,2.81
1576422123083,2083782980623,274.83,-26.42,3.08
1576422123103,2083802980623,274.69998,-26.55,3.29
1576422123123,2083822982186,274.75,-26.539999,3.56
1576422123143,2083842980623,274.75998,-26.539999,3.8999999
1576422123163,2083862980623,274.66,-26.57,4.29
1576422123183,2083882980623,274.47,-26.5,4.54
1576422123203,2083902982186,274.22,-26.289999,4.5899997
1576422123223,2083922980623,273.91,-26.0,4.45
1576422123243,2083942980623,273.56,-25.76,4.25
1576422123263,2083962980623,273.18,-25.609999,4.11
1576422123283,2083982980623,272.75998,-25.49,4.02
1576422123303,2084002980623,272.33,-25.32,3.9399998
1576422123322,2084022980623,271.88998,-25.039999,3.85
1576422123343,2084042980623,271.50998,-24.72,3.8
1576422123363,2084062980623,271.24,-24.51,3.84
1576422123383,2084082980623,271.08,-24.51,3.99
1576422123403,2084102980623,270.97998,-24.699999,4.2
1576422123423,2084122980623,270.9,-24.97,4.38
1576422123443,2084142980623,270.83,-25.189999,4.47
1576422123463,2084162980623,270.82,-25.35,4.5
1576422123483,2084182980623,270.99,-25.46,4.5699997
1576422123503,2084202980623,271.32,-25.49,4.5499997
1576422123523,2084222980623,271.79,-25.55,4.58
1576422123543,2084242980623,272.44,-25.68,4.88
1576422123563,2084262980623,273.07,-25.73,5.2799997
1576422123583,2084282980623,273.18,-25.449999,5.3199997
1576422123603,2084302980623,272.97,-25.21,5.18
1576422123647,2084322980623,273.06,-25.609999,5.47
1576422123647,2084343044686,273.69998,-26.58,5.99
1576422123663,2084362980623,274.68,-27.72,6.29
1576422123683,2084382980623,275.72998,-28.64,6.2799997
1576422123703,2084402982186,276.66,-29.17,5.96
1576422123723,2084422982186,277.31,-29.269999,5.33
1576422123743,2084442980623,277.65,-28.99,4.43
1576422123764,2084462980623,277.85,-28.59,3.4499998
1576422123785,2084482980623,278.05,-28.349998,2.6
1576422123803,2084502980623,278.34,-28.33,1.9599999
1576422123823,2084522980623,278.75,-28.47,1.53
1576422123843,2084542980623,279.13,-28.64,1.24
1576422123863,2084562980623,279.38998,-28.789999,1.05
1576422123887,2084582980623,279.54,-28.939999,1.03
1576422123904,2084602980623,279.62,-29.05,1.1899999
1576422123923,2084622982186,279.63,-29.039999,1.4499999
1576422123943,2084642982186,279.52,-28.849998,1.67
1576422123963,2084662980623,279.31,-28.55,1.8299999
1576422123984,2084682980623,279.06,-28.26,1.9499999
1576422124003,2084702980623,278.88,-28.07,2.07
1576422124023,2084722980623,279.09,-28.099998,2.47
1576422124043,2084742980623,279.93,-28.33,3.35
1576422124064,2084762980623,281.07,-28.38,4.39
1576422124083,2084782980623,282.06,-28.099998,5.31
1576422124104,2084802982186,282.61,-27.66,5.87
